sequenceIndex,key,timestamp
48,0,1731769781016
48,Enter,1731769781232
49,1,1731769782168
49,5,1731769782416
49,9,1731769782688
49,7,1731769783272
49,8,1731769783568
49,Enter,1731769783888
50,5,1731769785048
50,2,1731769785320
50,9,1731769785672
50,3,1731769786320
50,9,1731769786696
50,Enter,1731769787017
51,5,1731769788096
51,6,1731769788584
51,7,1731769788904
51,4,1731769789456
51,8,1731769789664
51,Enter,1731769789984
52,3,1731769790928
52,6,1731769791264
52,9,1731769791560
52,8,1731769792216
52,7,1731769792432
52,Enter,1731769792712
53,1,1731769793648
53,9,1731769793968
53,6,1731769794296
53,7,1731769794920
53,5,1731769795152
53,Enter,1731769795456
54,0,1731769796384
54,2,1731769796704
54,6,1731769797000
54,0,1731769797576
54,8,1731769798160
54,Enter,1731769798456
55,7,1731769799544
55,3,1731769799960
55,6,1731769800216
55,5,1731769801136
55,4,1731769801376
55,Enter,1731769801600
56,8,1731769802824
56,2,1731769803136
56,8,1731769803456
56,1,1731769803784
56,0,1731769804056
56,Enter,1731769804328
57,6,1731769805384
57,0,1731769805672
57,2,1731769805967
57,0,1731769806743
57,1,1731769807039
57,Enter,1731769807272
58,0,1731769808319
58,8,1731769808639
58,0,1731769808975
58,9,1731769809480
58,7,1731769809703
58,Enter,1731769810007
59,9,1731769811063
59,2,1731769811311
59,5,1731769811599
59,6,1731769812255
59,4,1731769812487
59,Enter,1731769812759
60,8,1731769813903
60,2,1731769814223
60,4,1731769814503
60,6,1731769815127
60,1,1731769815319
60,Enter,1731769815503
61,0,1731769816511
61,9,1731769816791
61,1,1731769817055
61,0,1731769817519
61,4,1731769817903
61,Enter,1731769818159
62,6,1731769819399
62,7,1731769819687
62,1,1731769819943
62,4,1731769820663
62,6,1731769820927
62,Enter,1731769821399
63,0,1731769822343
63,6,1731769822687
63,1,1731769822935
63,2,1731769823487
63,4,1731769823895
63,Enter,1731769824128
64,3,1731769825087
64,8,1731769825367
64,2,1731769825673
64,7,1731769826943
64,8,1731769827103
64,Enter,1731769827423
65,2,1731769828327
65,3,1731769828607
65,8,1731769828927
65,3,1731769829479
65,7,1731769829783
65,Enter,1731769830039
66,5,1731769831095
66,8,1731769831311
66,0,1731769831655
66,7,1731769832151
66,0,1731769832463
66,Enter,1731769832639
67,5,1731769833839
67,2,1731769834079
67,5,1731769834383
67,3,1731769835039
67,5,1731769835295
67,Enter,1731769835519
68,7,1731769836687
68,8,1731769836903
68,6,1731769837327
68,5,1731769838263
68,9,1731769838423
68,Enter,1731769838719
69,1,1731769839679
69,9,1731769840119
69,5,1731769840415
69,9,1731769841135
69,8,1731769841383
69,Enter,1731769841687
70,2,1731769842759
70,5,1731769843063
70,6,1731769843351
70,8,1731769843855
70,7,1731769844079
70,Enter,1731769844351
71,6,1731769845391
71,0,1731769845663
71,1,1731769845951
71,9,1731769846583
71,3,1731769846839
71,Enter,1731769847127
72,9,1731769848175
72,4,1731769848463
72,9,1731769848726
72,7,1731769849279
72,4,1731769849526
72,Enter,1731769849774
73,7,1731769851014
73,4,1731769851326
73,3,1731769851670
73,6,1731769852502
73,5,1731769852702
73,Enter,1731769852950
74,3,1731769853974
74,6,1731769854238
74,9,1731769854470
74,6,1731769855078
74,3,1731769855502
74,Enter,1731769855734
75,7,1731769856862
75,5,1731769857150
75,8,1731769857382
75,1,1731769857991
75,3,1731769858207
75,Enter,1731769858454
76,5,1731769859974
76,3,1731769860270
76,4,1731769860558
76,2,1731769861070
76,0,1731769861294
76,Enter,1731769861494
77,4,1731769862782
77,7,1731769862990
77,2,1731769863326
77,0,1731769863766
77,1,1731769864006
77,Enter,1731769864238
78,0,1731769865126
78,8,1731769865470
78,4,1731769865718
78,1,1731769866294
78,2,1731769866502
78,Enter,1731769866742
79,9,1731769867774
79,2,1731769868038
79,9,1731769868294
79,0,1731769868646
79,1,1731769868862
79,Enter,1731769869094
80,9,1731769870102
80,2,1731769870382
80,5,1731769870670
80,3,1731769871158
80,7,1731769871502
80,Enter,1731769871822
81,4,1731769873174
81,3,1731769873494
81,1,1731769873694
81,3,1731769874862
81,1,1731769875094
81,Enter,1731769875358
82,3,1731769876438
82,0,1731769876654
82,3,1731769876942
82,0,1731769878350
82,7,1731769878646
82,Enter,1731769878926
83,4,1731769879998
83,2,1731769880254
83,0,1731769880582
83,2,1731769880886
83,6,1731769881270
83,Enter,1731769881686
84,1,1731769882630
84,6,1731769882926
84,2,1731769883246
84,6,1731769884006
84,9,1731769884262
84,Enter,1731769884566
85,4,1731769885737
85,9,1731769886150
85,5,1731769886454
85,2,1731769886878
85,3,1731769887062
85,Enter,1731769887318
86,6,1731769888534
86,7,1731769888854
86,2,1731769889187
86,4,1731769889787
86,1,1731769890012
86,Enter,1731769890219
87,4,1731769891267
87,2,1731769891523
87,9,1731769891811
87,4,1731769892444
87,7,1731769892699
87,Enter,1731769892996
88,0,1731769894083
88,4,1731769894355
88,9,1731769894643
88,7,1731769895251
88,5,1731769895523
88,Enter,1731769895780
89,8,1731769896820
89,0,1731769897139
89,6,1731769897395
89,0,1731769897979
89,7,1731769898427
89,Enter,1731769898715
90,1,1731769900099
90,4,1731769900331
90,3,1731769900595
90,2,1731769901131
90,1,1731769901339
90,Enter,1731769901587
91,3,1731769902699
91,8,1731769902979
91,2,1731769903283
91,6,1731769904107
91,8,1731769904371
91,Enter,1731769904683
92,6,1731769906019
92,8,1731769906347
92,3,1731769906683
92,8,1731769907811
92,5,1731769908035
92,Enter,1731769908259
93,1,1731769909347
93,8,1731769909611
93,5,1731769909923
93,4,1731769910227
93,1,1731769910523
93,Enter,1731769910803
94,9,1731769911771
94,1,1731769912099
94,7,1731769912395
94,3,1731769913035
94,5,1731769913275
94,Enter,1731769913483
95,7,1731769914659
95,5,1731769915099
95,9,1731769915347
95,5,1731769916067
95,8,1731769916347
95,Enter,1731769916587
96,9,1731769917579
96,0,1731769917851
96,9,1731769918131
96,7,1731769918611
96,6,1731769919075
96,Enter,1731769919283
97,1,1731769920267
97,7,1731769920603
97,8,1731769920867
97,0,1731769921339
97,8,1731769921627
97,Enter,1731769921875
98,0,1731769922859
98,2,1731769923074
98,4,1731769923331
98,8,1731769924178
98,0,1731769924475
98,Enter,1731769924650
99,6,1731769925970
99,9,1731769926226
99,6,1731769926522
99,5,1731769927042
99,5,1731769927298
99,Enter,1731769927562
100,7,1731769928634
100,1,1731769928898
100,7,1731769929162
100,2,1731769929514
100,7,1731769929843
100,Enter,1731769930314
101,3,1731769931362
101,6,1731769931610
101,9,1731769931842
101,1,1731769932378
101,6,1731769932586
101,Enter,1731769932874
102,7,1731769933970
102,1,1731769934242
102,2,1731769934506
102,1,1731769934858
102,2,1731769935090
102,Enter,1731769935346
103,5,1731769936500.5
103,2,1731769936756.5
103,3,1731769937020.5
103,2,1731769937340.5
103,9,1731769937612.5
103,Enter,1731769937868.5
104,2,1731769938916.5
104,6,1731769939156.5
104,4,1731769939436.5
104,6,1731769940172.5
104,4,1731769940340.5
104,Enter,1731769940580.5
105,0,1731769941620.5
105,5,1731769941996.5
105,3,1731769942284.5
105,1,1731769942803.5
105,8,1731769943027.5
105,Enter,1731769943299.5
106,3,1731769944283.5
106,1,1731769944516.5
106,4,1731769944755.5
106,5,1731769945115.5
106,4,1731769945771.5
106,Enter,1731769946011.5
107,3,1731769946979.5
107,9,1731769947276.5
107,3,1731769947579.5
107,2,1731769947995.5
107,7,1731769948363.5
107,Enter,1731769948611.5
108,9,1731769949603.5
108,1,1731769949907.5
108,0,1731769950147.5
108,3,1731769950715.5
108,9,1731769950963.5
108,Enter,1731769951227.5
109,4,1731769952275.5
109,5,1731769952499.5
109,8,1731769952747.5
109,9,1731769953371.5
109,4,1731769953763.5
109,Enter,1731769954035.5
110,6,1731769955123.5
110,0,1731769955379.5
110,4,1731769955667.5
110,3,1731769956155.5
110,7,1731769956475.5
110,Enter,1731769956731.5
111,8,1731769957867.5
111,5,1731769958115.5
111,8,1731769958507.5
111,1,1731769959179.5
111,8,1731769959387.5
111,Enter,1731769959691.5
112,2,1731769960651.5
112,8,1731769961059.5
112,9,1731769961243.5
112,8,1731769962099.5
112,4,1731769962395.5
112,Enter,1731769962603.5
113,3,1731769963459.5
113,2,1731769963707.5
113,1,1731769963947.5
113,0,1731769964339.5
113,4,1731769964675.5
113,Enter,1731769964915.5
114,5,1731769966035.5
114,0,1731769966339.5
114,6,1731769966595.5
114,0,1731769967115.5
114,5,1731769967571.5
114,Enter,1731769967859.5
115,9,1731769968891.5
115,5,1731769969187.5
115,8,1731769969435.5
115,6,1731769969963.5
115,1,1731769970202.5
115,Enter,1731769970386.5
116,7,1731769971555.5
116,5,1731769971835.5
116,7,1731769972106.5
116,0,1731769972698.5
116,7,1731769973042.5
116,Enter,1731769973338.5
117,8,1731769974394.5
117,2,1731769974666.5
117,0,1731769974938.5
117,7,1731769975546.5
117,5,1731769975763.5
117,Enter,1731769975994.5
118,3,1731769977074.5
118,0,1731769977290.5
118,9,1731769977603.5
118,6,1731769978122.5
118,0,1731769978354.5
118,Enter,1731769978578.5
119,6,1731769979746.5
119,9,1731769979978.5
119,4,1731769980266.5
119,6,1731769980946.5
119,8,1731769981194.5
119,Enter,1731769981498.5
120,8,1731769982786.5
120,2,1731769983114.5
120,5,1731769983362.5
120,7,1731769984018.5
120,8,1731769984178.5
120,Enter,1731769984482.5
121,6,1731769985610.5
121,2,1731769985914.5
121,0,1731769986218.5
121,2,1731769986738.5
121,7,1731769987002.5
121,Enter,1731769987283.5
122,6,1731769988426.5
122,7,1731769988706.5
122,3,1731769989026.5
122,0,1731769989690.5
122,3,1731769989906.5
122,Enter,1731769990146.5
123,0,1731769991202.5
123,7,1731769991514.5
123,0,1731769991914.5
123,3,1731769992338.5
123,1,1731769992546.5
123,Enter,1731769992890.5
124,4,1731769994312.5
124,3,1731769994570.5
124,2,1731769994834.5
124,1,1731769995218.5
124,6,1731769995778.5
124,Enter,1731769996114.5
125,4,1731769997210.5
125,7,1731769997458.5
125,6,1731769997938.5
125,9,1731769998778.5
125,3,1731769999050.5
125,Enter,1731769999314.5
126,9,1731770000410.5
126,2,1731770000666.5
126,5,1731770000930.5
126,7,1731770001434.5
126,6,1731770002106.5
126,Enter,1731770002314.5
127,1,1731770003370.5
127,6,1731770003634.5
127,3,1731770004130.5
127,6,1731770004682.5
127,7,1731770004914.5
127,Enter,1731770005186.5
128,3,1731770006202.5
128,9,1731770006498.5
128,4,1731770006762.5
128,9,1731770007730.5
128,8,1731770007954.5
128,Enter,1731770008226.5
129,1,1731770009218.5
129,9,1731770009658.5
129,1,1731770009970.5
129,6,1731770010794.5
129,1,1731770010978.5
129,Enter,1731770011186.5
130,3,1731770012042.5
130,1,1731770012290.5
130,3,1731770012554.5
130,7,1731770013042.5
130,3,1731770013290.5
130,Enter,1731770013538.5
131,7,1731770014594.5
131,8,1731770014802.5
131,2,1731770015106.5
131,0,1731770015602.5
131,6,1731770015938.5
131,Enter,1731770016154.5
132,4,1731770017386.5
132,8,1731770017626.5
132,4,1731770017946.5
132,5,1731770018474.5
132,1,1731770018706.5
132,Enter,1731770018922.5
133,2,1731770020074.5
133,9,1731770020322.5
133,8,1731770020554.5
133,0,1731770021058.5
133,4,1731770021426.5
133,Enter,1731770021706.5
134,5,1731770022841.5
134,8,1731770023138.5
134,4,1731770023441.5
134,6,1731770023993.5
134,7,1731770024298.5
134,Enter,1731770024561.5
135,1,1731770025553.5
135,8,1731770025857.5
135,9,1731770026169.5
135,0,1731770026601.5
135,5,1731770026833.5
135,Enter,1731770027074.5
136,0,1731770028066.5
136,9,1731770028393.5
136,5,1731770028658.5
136,0,1731770029393.5
136,2,1731770029609.5
136,Enter,1731770029865.5
137,9,1731770030857.5
137,5,1731770031418.5
137,2,1731770031641.5
137,5,1731770032010.5
137,8,1731770032297.5
137,Enter,1731770032625.5
138,4,1731770033689.5
138,2,1731770033913.5
138,4,1731770034201.5
138,5,1731770034873.5
138,1,1731770035081.5
138,Enter,1731770035281.5
139,9,1731770036289.5
139,8,1731770036905.5
139,5,1731770037169.5
139,0,1731770037569.5
139,4,1731770037841.5
139,Enter,1731770038089.5
140,3,1731770039025.5
140,8,1731770039409.5
140,9,1731770039665.5
140,8,1731770040417.5
140,1,1731770040721.5
140,Enter,1731770040913.5
141,8,1731770042081.5
141,2,1731770042361.5
141,7,1731770042649.5
141,0,1731770043209.5
141,9,1731770043513.5
141,Enter,1731770043761.5
142,4,1731770044761.5
142,1,1731770044985.5
142,5,1731770045217.5
142,0,1731770045553.5
142,7,1731770045937.5
142,Enter,1731770046193.5
143,5,1731770047369.5
143,6,1731770047609.5
143,5,1731770047873.5
143,7,1731770048273.5
143,6,1731770048785.5
143,Enter,1731770049001.5
144,2,1731770049929.5
144,0,1731770050153.5
144,2,1731770050385.5
144,6,1731770050881.5
144,1,1731770051137.5
144,Enter,1731770051377.5
145,6,1731770052521.5
145,2,1731770052737.5
145,7,1731770053009.5
145,2,1731770053529.5
145,7,1731770053817.5
145,Enter,1731770054081.5
146,6,1731770055193.5
146,2,1731770055481.5
146,5,1731770055721.5
146,7,1731770056345.5
146,5,1731770056609.5
146,Enter,1731770056849.5
147,0,1731770057825.5
147,6,1731770058073.5
147,5,1731770058337.5
147,7,1731770059016.5
147,3,1731770059368.5
147,Enter,1731770059624.5
148,7,1731770060976.5
148,2,1731770061296.5
148,1,1731770061528.5
148,0,1731770061992.5
148,8,1731770062273.5
148,Enter,1731770062529.5
149,3,1731770063384.5
149,0,1731770063657.5
149,3,1731770063920.5
149,4,1731770065152.5
149,2,1731770065568.5
149,Enter,1731770065833.5
150,4,1731770066848.5
150,8,1731770067064.5
150,4,1731770067352.5
150,3,1731770067752.5
150,4,1731770068017.5
150,Enter,1731770068264.5
151,9,1731770069344.5
151,5,1731770069608.5
151,1,1731770069880.5
151,0,1731770070360.5
151,3,1731770070777.5
151,Enter,1731770071032.5
152,4,1731770072200.5
152,9,1731770072416.5
152,8,1731770072664.5
152,1,1731770073432.5
152,5,1731770073624.5
152,Enter,1731770073888.5
153,6,1731770075024.5
153,7,1731770075313.5
153,1,1731770075592.5
153,2,1731770075976.5
153,5,1731770076240.5
153,Enter,1731770076472.5
154,1,1731770077408.5
154,2,1731770077656.5
154,0,1731770077912.5
154,5,1731770078440.5
154,3,1731770078672.5
154,Enter,1731770078912.5
155,7,1731770079936.5
155,3,1731770080280.5
155,6,1731770080504.5
155,3,1731770081192.5
155,9,1731770081464.5
155,Enter,1731770081760.5
156,4,1731770082808.5
156,8,1731770083312.5
156,6,1731770083632.5
156,1,1731770084136.5
156,3,1731770084488.5
156,Enter,1731770084720.5
157,9,1731770085728.5
157,4,1731770085992.5
157,9,1731770086192.5
157,8,1731770086928.5
157,9,1731770087104.5
157,Enter,1731770087512.5
158,0,1731770088448.5
158,9,1731770088808.5
158,8,1731770089128.5
158,9,1731770090072.5
158,4,1731770090344.5
158,Enter,1731770090552.5
159,6,1731770091632.5
159,1,1731770091864.5
159,8,1731770092128.5
159,0,1731770092616.5
159,4,1731770092944.5
159,Enter,1731770093160.5
160,2,1731770094064.5
160,3,1731770094312.5
160,5,1731770094560.5
160,2,1731770095112.5
160,1,1731770095312.5
160,Enter,1731770095528.5
161,3,1731770096432.5
161,1,1731770096640.5
161,9,1731770096864.5
161,1,1731770097359.5
161,9,1731770097568.5
161,Enter,1731770097920.5
162,0,1731770098824.5
162,2,1731770099047.5
162,0,1731770099335.5
162,4,1731770099855.5
162,2,1731770100127.5
162,Enter,1731770100359.5
163,7,1731770101399.5
163,9,1731770101639.5
163,7,1731770101871.5
163,6,1731770102471.5
163,1,1731770102727.5
163,Enter,1731770102935.5
164,5,1731770103975.5
164,1,1731770104223.5
164,6,1731770104471.5
164,5,1731770104999.5
164,6,1731770105295.5
164,Enter,1731770105591.5
165,8,1731770106783.5
165,4,1731770107015.5
165,3,1731770107343.5
165,4,1731770108199.5
165,7,1731770108399.5
165,Enter,1731770108671.5
166,9,1731770109679.5
166,4,1731770110023.5
166,7,1731770110255.5
166,8,1731770110847.5
166,9,1731770111031.5
166,Enter,1731770111343.5
167,3,1731770112255.5
167,2,1731770112527.5
167,6,1731770112799.5
167,3,1731770113231.5
167,5,1731770113527.5
167,Enter,1731770113791.5
168,4,1731770114823.5
168,9,1731770115031.5
168,0,1731770115407.5
168,7,1731770115983.5
168,6,1731770116447.5
168,Enter,1731770116687.5
169,2,1731770117735.5
169,8,1731770118047.5
169,5,1731770118319.5
169,8,1731770119167.5
169,0,1731770119455.5
169,Enter,1731770119655.5
170,1,1731770120703.5
170,4,1731770120927.5
170,0,1731770121207.5
170,6,1731770121783.5
170,0,1731770122063.5
170,Enter,1731770122263.5
171,5,1731770123319.5
171,9,1731770123519.5
171,3,1731770123847.5
171,9,1731770124647.5
171,3,1731770124951.5
171,Enter,1731770125183.5
172,6,1731770126255.5
172,3,1731770126510.5
172,2,1731770126774.5
172,5,1731770127558.5
172,7,1731770127814.5
172,Enter,1731770128119.5
173,8,1731770129318.5
173,1,1731770130047.5
173,6,1731770130486.5
173,5,1731770131550.5
173,8,1731770131758.5
173,Enter,1731770132038.5
174,4,1731770133062.5
174,2,1731770133286.5
174,5,1731770133526.5
174,2,1731770134078.5
174,1,1731770134262.5
174,Enter,1731770134438.5
175,5,1731770135462.5
175,1,1731770135686.5
175,0,1731770135966.5
175,8,1731770136606.5
175,9,1731770136782.5
175,Enter,1731770137046.5
176,7,1731770138046.5
176,8,1731770138286.5
176,7,1731770138510.5
176,4,1731770139095.5
176,3,1731770139382.5
176,Enter,1731770139678.5
177,0,1731770140542.5
177,7,1731770140902.5
177,0,1731770141238.5
177,7,1731770141670.5
177,6,1731770142094.5
177,Enter,1731770142302.5
178,4,1731770143518.5
178,6,1731770143742.5
178,4,1731770143990.5
178,2,1731770144798.5
178,3,1731770145030.5
178,Enter,1731770145278.5
179,9,1731770146246.5
179,0,1731770146534.5
179,8,1731770146807.5
179,1,1731770147294.5
179,8,1731770147670.5
179,Enter,1731770147982.5
180,5,1731770148966.5
180,4,1731770149286.5
180,0,1731770149542.5
180,5,1731770150102.5
180,1,1731770150358.5
180,Enter,1731770150582.5
181,5,1731770151630.5
181,6,1731770151910.5
181,4,1731770152166.5
181,2,1731770152702.5
181,5,1731770153070.5
181,Enter,1731770153318.5
182,3,1731770154246.5
182,4,1731770154486.5
182,3,1731770154758.5
182,0,1731770155070.5
182,9,1731770155358.5
182,Enter,1731770155678.5
183,7,1731770156846.5
183,8,1731770157062.5
183,1,1731770157422.5
183,0,1731770157886.5
183,2,1731770158142.5
183,Enter,1731770158414.5
184,5,1731770159526.5
184,4,1731770159758.5
184,9,1731770160030.5
184,1,1731770160526.5
184,6,1731770160790.5
184,Enter,1731770161030.5
185,1,1731770161958.5
185,7,1731770162237.5
185,1,1731770162501.5
185,2,1731770162854.5
185,9,1731770163150.5
185,Enter,1731770163405.5
186,0,1731770164493.5
186,6,1731770164758.5
186,7,1731770165014.5
186,8,1731770165925.5
186,4,1731770166237.5
186,Enter,1731770166501.5
187,2,1731770167429.5
187,0,1731770167653.5
187,2,1731770167885.5
187,8,1731770168381.5
187,2,1731770168661.5
187,Enter,1731770168861.5
188,1,1731770169805.5
188,0,1731770170037.5
188,1,1731770170302.5
188,4,1731770170861.5
188,8,1731770171061.5
188,Enter,1731770171373.5
189,2,1731770172293.5
189,9,1731770172557.5
189,3,1731770172845.5
189,7,1731770173581.5
189,0,1731770173917.5
189,Enter,1731770174093.5
190,8,1731770175261.5
190,6,1731770175501.5
190,4,1731770175789.5
190,2,1731770176309.5
190,0,1731770176533.5
190,Enter,1731770176693.5
191,6,1731770177965.5
191,9,1731770178309.5
191,3,1731770178629.5
191,9,1731770179221.5
191,7,1731770179453.5
191,Enter,1731770179701.5
192,3,1731770180605.5
192,7,1731770180973.5
192,2,1731770181309.5
192,5,1731770181869.5
192,7,1731770182229.5
192,Enter,1731770182493.5
193,5,1731770183589.5
193,8,1731770183965.5
193,3,1731770184261.5
193,2,1731770184709.5
193,8,1731770185045.5
193,Enter,1731770185294.5
194,6,1731770186293.5
194,1,1731770186533.5
194,6,1731770186797.5
194,4,1731770187389.5
194,5,1731770187621.5
194,Enter,1731770187941.5
195,7,1731770189165
195,8,1731770189421
195,0,1731770189765
195,1,1731770190189
195,5,1731770190389
195,Enter,1731770190677
196,8,1731770191925
196,3,1731770192253
196,8,1731770192941
196,7,1731770193389
196,6,1731770193805
196,Enter,1731770194045
197,9,1731770195037
197,4,1731770195269
197,0,1731770195557
197,4,1731770196077
197,3,1731770196357
197,Enter,1731770196573
198,5,1731770197565
198,9,1731770197893
198,7,1731770198405
198,3,1731770199181
198,6,1731770199421
198,Enter,1731770199685
199,3,1731770200669
199,9,1731770200916
199,1,1731770201189
199,9,1731770201749
199,6,1731770201973
199,Enter,1731770202253
200,6,1731770203340
200,4,1731770203813
200,3,1731770204084
200,8,1731770204612
200,0,1731770204876
200,Enter,1731770205796
201,7,1731770206884
201,2,1731770207164
201,7,1731770207500
201,4,1731770208228
201,3,1731770208628
201,Enter,1731770208876
202,4,1731770209860
202,3,1731770210124
202,5,1731770210381
202,1,1731770210956
202,7,1731770211260
202,Enter,1731770211524
203,0,1731770212436
203,7,1731770212772
203,2,1731770213196
203,5,1731770213876
203,8,1731770214092
203,Enter,1731770214348
204,2,1731770215220
204,3,1731770215444
204,0,1731770215708
204,1,1731770216020
204,3,1731770216252
204,Enter,1731770216500
205,8,1731770217652
205,4,1731770217885
205,8,1731770218092
205,5,1731770218692
205,8,1731770219164
205,Enter,1731770219460
206,0,1731770220644
206,1,1731770220892
206,0,1731770221164
206,3,1731770221404
206,9,1731770221668
206,Enter,1731770221980
207,5,1731770223004
207,9,1731770223260
207,5,1731770223540
